img_name,origin
ISIC2020_7075789_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0027655_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0025497_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7951186_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_1948751_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1639605_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_9037453_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_0967540_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5230385_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3528616_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7228524_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_9516313_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026013_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0027632_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6088525_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_4803755_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2401326_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_8783066_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029598_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6531118_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7967397_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029398_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025164_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2172628_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5825006_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4776770_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2045468_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5691568_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_1130669_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2729747_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8178160_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0069265_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5714775_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0013311_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1786464_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9663140_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030072_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0010440_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_8854268_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4671039_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0033250_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5385299_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2636628_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0543290_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8062196_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2670475_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0063963_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9227754_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1748718_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8911740_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2460823_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026454_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1571498_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2015441_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_4254524_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7624985_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0058994_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0029279_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9782083_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0000082_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0313507_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0033817_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_6221203_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025074_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5852061_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0032534_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0072479_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6590463_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7155873_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0065580_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1641032_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3059347_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1566312_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8853902_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0067409_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0068494_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1410344_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4791544_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0066731_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_6352401_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_0917117_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030531_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4282783_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2916248_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0032018_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9332454_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0070789_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0029590_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0000355_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9979425_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0012333_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8847638_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6670764_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0071619_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5536480_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0024655_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9638386_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0065118_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_3356497_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0026472_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_4520470_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8086499_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6027704_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0028021_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8680266_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1763257_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7993561_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029315_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0956407_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0056253_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6210226_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029970_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_0892453_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5391415_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031612_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3168448_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0028933_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0469872_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0013721_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0030791_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5286021_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6064756_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8045618_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030400_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0030926_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_0650126_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2741857_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_2631302_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030046_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0771051_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026594_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5646067_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_0605205_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3872560_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0029838_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0078712_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5832792_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6133988_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026906_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0033794_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7844565_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025440_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_1293403_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0030753_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0011114_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0034320_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025676_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0028902_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6640981_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2479346_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2366196_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8943855_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4865746_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0069305_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0032991_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4336970_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5864760_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0010455_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2162458_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8314115_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1706318_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0065256_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025304_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7270233_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_6934211_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0063516_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0059599_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8159437_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0392334_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029888_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031878_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5357406_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0027957_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8590181_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4713733_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6072375_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025819_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7162343_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0063053_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0061668_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8357164_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0392942_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0069144_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2639174_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6662824_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0059972_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030862_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6220784_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2010841_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0063290_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0000344_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5422123_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026523_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5353241_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1570390_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3079263_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6549826_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3706973_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0068939_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0066881_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7129901_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031555_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0028732_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7288846_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_7184836_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9596837_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1598039_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0025595_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1292357_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4679428_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7926874_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1083466_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5654651_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_8095641_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8620514_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9995166_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_1575396_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5090724_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0032006_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3762459_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_6233631_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_7927285_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1533305_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0028155_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5086709_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3729538_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1315424_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0797473_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1399765_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029111_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0068871_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5688657_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1735204_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9624268_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3559835_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1181483_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_3605210_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9077274_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_6988514_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_7441191_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7186410_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026339_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8679067_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4139135_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0024467_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_2649275_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0066982_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6838387_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031980_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0333736_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_7244873_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7444096_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3683263_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0634107_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7619022_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6978587_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0024814_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_0552953_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031059_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5887795_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2807121_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3728170_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2786246_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6330821_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4887403_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7358625_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5272345_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0026103_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2977144_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8876766_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0026202_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0011327_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1029536_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0024737_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3354440_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_9839324_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7999342_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_7880705_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2982895_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0030831_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8661993_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4841244_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6757682_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7564545_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5858628_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8630963_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3521744_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9815670_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5615050_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1995369_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0058221_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4938188_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1587362_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5597726_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6530659_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1746873_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_8638173_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7718877_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2577003_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0068968_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1352280_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7388850_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3238687_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_1202976_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0071333_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6276646_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3556570_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8163269_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8411477_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0030982_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0000365_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_3884221_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0029027_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3481509_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_9964568_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031168_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8082460_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4744272_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7539727_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0012835_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3192565_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5307070_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0031913_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_4028402_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0056112_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_8479278_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0056685_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_7952228_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0013335_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_2716574_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_3706506_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0062803_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0068791_oth.jpg,train_balanced_224x224/train/oth/
ISIC2017_0012489_oth.jpg,train_balanced_224x224/val/oth/
ISIC2017_0006776_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_3230630_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5715000_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_6574042_oth.jpg,train_balanced_224x224/val/oth/
ISIC2019_0032612_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_1334110_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0069849_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0027012_oth.jpg,train_balanced_224x224/train/oth/
ISIC2020_5386694_oth.jpg,train_balanced_224x224/train/oth/
ISIC2019_0032897_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_2578478_oth.jpg,train_balanced_224x224/val/oth/
ISIC2020_5150671_oth.jpg,train_balanced_224x224/train/oth/
