img_name,origin
ISIC2019_0032331_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014476_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0064080_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0067151_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_6904082_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_8621568_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0062318_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0070380_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_6496251_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0070006_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7079349_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0071536_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0061253_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033186_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0056202_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0065213_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0011118_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014136_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029209_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_2027582_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_0188432_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0071725_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3517311_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0013740_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0062517_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029843_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0013674_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0024999_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0053843_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054080_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0068252_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0030002_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029370_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025987_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029652_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034313_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_9130157_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma69jpg.jpg,fitzpatrick17k
ISIC2019_0072559_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0031931_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0072738_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025413_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0067515_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0026094_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014144_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_5191344_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056192_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7466678_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0059904_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032603_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_8230318_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0032656_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027573_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028489_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0024958_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma103jpg.jpg,fitzpatrick17k
httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma16jpg.jpg,fitzpatrick17k
ISIC2019_0030754_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028003_mel.jpg,train_balanced_224x224/val/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma19jpg.jpg,fitzpatrick17k
ISIC2019_0069951_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014518_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0061152_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0014289_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0064328_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0068897_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0012151_downsampled_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032072_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029570_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054982_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_2272218_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0053671_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0066533_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3696488_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicLlmmlmm7jpg.jpg,fitzpatrick17k
ISIC2019_0066497_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0055460_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_2232442_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0031203_mel.jpg,train_balanced_224x224/val/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma63jpg.jpg,fitzpatrick17k
ISIC2017_0014183_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0015005_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0033154_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmalignantlymphomamalignantlymphoma4jpg.jpg,fitzpatrick17k
ISIC2019_0027651_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027659_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0000153_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029480_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0070856_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0058050_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0063094_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027502_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0061261_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_6125652_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033029_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029780_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0072730_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029017_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma76jpg.jpg,fitzpatrick17k
ISIC2019_0034068_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025121_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0013969_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0060238_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032265_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032552_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025363_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028442_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0068763_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_2957732_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_6714082_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_5602826_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034289_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0053945_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056901_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0030034_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0055265_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0033310_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033546_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_1200192_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0061278_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3025889_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056817_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0013606_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0024952_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054194_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0066367_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0026105_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_1589997_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027277_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033814_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033274_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0013427_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0069970_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0026120_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_6767569_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028582_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0024545_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0062141_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0065468_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054793_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0024323_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3941123_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014897_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027126_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0060873_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0026086_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_9863642_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_5495413_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056819_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0013762_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0057815_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3341710_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032917_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0062756_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0000171_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0031389_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0063124_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_1698942_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033152_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025145_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3963183_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmalignantmelanomamalignantmelanoma73jpg.jpg,fitzpatrick17k
ISIC2019_0024805_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0014331_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029575_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0070253_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3909039_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034118_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_4649440_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0058453_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_1369967_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0067511_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0033432_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0060638_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0064307_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033700_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028898_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0057315_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0072557_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_4619903_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054677_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025268_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0031670_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_3824206_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0066019_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0011210_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0000166_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_1037315_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0032993_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0054853_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0013549_downsampled_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025489_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033881_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7320371_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_6784593_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0026229_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029081_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_2787702_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma15jpg.jpg,fitzpatrick17k
ISIC2019_0000522_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0060459_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7346739_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033416_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028505_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0024482_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0060555_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029885_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029241_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_4938994_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0033304_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_5581931_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056615_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_8397285_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7312977_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025439_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0064066_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0033538_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7612992_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0026954_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029859_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_1797795_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_0533122_mel.jpg,train_balanced_224x224/train/mel/
httpwwwatlasdermatologicocombrimgimageId4247.jpg,fitzpatrick17k
httpwwwatlasdermatologicocombrimgimageId4278.jpg,fitzpatrick17k
ISIC2019_0054568_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033624_mel.jpg,train_balanced_224x224/train/mel/
httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma108jpg.jpg,fitzpatrick17k
ISIC2020_7536704_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034183_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_5021861_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_8527092_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0013499_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0068294_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0056739_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0071430_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027956_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0027420_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0067512_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0026115_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0071642_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0062649_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0063151_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0061320_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0025592_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0024972_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0053545_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0055511_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0015166_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0027407_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034140_mel.jpg,train_balanced_224x224/val/mel/
ISIC2020_6829008_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0026811_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0026586_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_9685931_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0055802_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0034287_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028288_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0032569_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_6278273_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0031666_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033415_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_7948290_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0000176_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0000152_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_0662000_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033393_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0033968_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0029238_mel.jpg,train_balanced_224x224/val/mel/
ISIC2017_0000054_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_0250839_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0059046_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0067395_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0063795_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_8866651_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0028033_mel.jpg,train_balanced_224x224/train/mel/
ISIC2017_0014187_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0071060_mel.jpg,train_balanced_224x224/train/mel/
ISIC2019_0060397_mel.jpg,train_balanced_224x224/train/mel/
ISIC2020_5260050_mel.jpg,train_balanced_224x224/val/mel/
ISIC2019_0029028_mel.jpg,train_balanced_224x224/val/mel/
httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma33jpg.jpg,fitzpatrick17k
ISIC2019_0066627_mel.jpg,train_balanced_224x224/train/mel/
